datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2018-09-15,sylhet,33.9,24.9,28.7,43.4,24.9,33.4,25.5,84.0,0.1,100,4.17,rain,,,,9.2,338.4,1006.5,79.0,3.9,180.3,15.5,6,,2018-09-15T05:38:19,2018-09-15T17:56:58,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-09-16,sylhet,33.7,22.6,28.5,44.4,22.6,33.6,25.7,84.8,0.2,100,8.33,rain,,,,8.6,178.3,1004.2,78.7,3.6,130.4,11.4,5,,2018-09-16T05:38:41,2018-09-16T17:55:53,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-09-17,sylhet,33.9,25.0,29.0,44.3,25.0,34.5,25.8,83.7,2.3,100,25.0,rain,,,,7.9,227.1,1002.6,56.9,3.1,238.1,20.4,8,,2018-09-17T05:39:03,2018-09-17T17:54:49,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-09-18,sylhet,33.6,20.7,29.0,42.5,20.7,34.3,25.7,83.4,0.4,100,4.17,rain,,,,8.6,242.7,999.0,54.3,3.5,201.6,17.5,7,,2018-09-18T05:39:25,2018-09-18T17:53:44,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-09-19,sylhet,32.0,26.0,28.6,40.6,26.0,34.2,26.0,86.2,2.3,100,37.5,rain,,,,14.4,127.9,1003.7,84.6,3.6,106.3,9.0,4,,2018-09-19T05:39:46,2018-09-19T17:52:40,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-09-20,sylhet,32.6,20.7,28.0,41.5,20.7,32.8,25.7,88.0,0.6,100,4.17,rain,,,,7.9,219.5,1006.1,85.2,3.8,88.8,7.6,3,,2018-09-20T05:40:08,2018-09-20T17:51:35,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-09-21,sylhet,32.7,18.2,27.9,41.7,18.2,31.3,24.8,84.7,6.0,100,4.17,rain,,,,10.1,206.1,1009.8,79.9,3.7,222.9,19.3,8,,2018-09-21T05:40:30,2018-09-21T17:50:30,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-09-22,sylhet,31.9,16.7,26.3,38.8,16.7,29.1,23.6,85.9,0.5,100,4.17,rain,,,,7.6,247.5,1014.6,77.1,2.6,218.2,18.9,8,,2018-09-22T05:40:52,2018-09-22T17:49:26,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
2018-09-23,sylhet,31.9,25.5,28.4,39.1,25.5,32.7,25.3,83.9,0.2,100,8.33,rain,,,,9.0,251.6,1011.1,82.7,4.0,207.7,17.9,7,,2018-09-23T05:41:15,2018-09-23T17:48:21,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-09-24,sylhet,31.4,22.7,27.2,38.3,22.7,29.4,25.0,88.2,0.7,100,29.17,rain,,,,14.1,233.8,1010.3,84.5,3.4,185.7,16.2,7,,2018-09-24T05:41:37,2018-09-24T17:47:17,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-09-25,sylhet,30.2,23.9,27.0,38.3,23.9,29.8,25.5,91.7,15.8,100,66.67,rain,,,,16.2,211.2,1008.4,88.5,3.1,177.8,15.3,6,,2018-09-25T05:41:59,2018-09-25T17:46:13,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-09-26,sylhet,31.4,20.5,27.5,39.4,20.5,30.8,25.3,88.4,6.4,100,41.67,rain,,,,10.1,211.8,1008.0,68.1,3.2,218.2,18.9,8,,2018-09-26T05:42:22,2018-09-26T17:45:09,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-09-27,sylhet,31.0,24.7,27.6,37.4,24.7,30.4,25.1,86.9,32.5,100,54.17,rain,,,,9.4,201.0,1008.2,79.9,2.9,190.2,16.4,6,,2018-09-27T05:42:45,2018-09-27T17:44:05,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-09-28,sylhet,31.0,20.9,27.5,38.2,20.9,31.2,25.0,86.5,18.7,100,41.67,rain,,,,7.9,180.2,1008.8,59.7,2.9,180.8,15.6,6,,2018-09-28T05:43:08,2018-09-28T17:43:01,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-09-29,sylhet,32.9,22.6,27.8,41.9,22.6,31.4,25.3,86.9,0.9,100,16.67,rain,,,,7.2,170.7,1008.7,63.8,3.7,135.7,11.7,5,,2018-09-29T05:43:31,2018-09-29T17:41:58,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-09-30,sylhet,32.5,23.6,28.3,41.3,23.6,32.5,25.3,84.9,1.1,100,33.33,rain,,,,7.6,200.6,1008.0,44.7,3.2,233.8,20.2,8,,2018-09-30T05:43:55,2018-09-30T17:40:55,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-01,sylhet,32.5,24.3,28.1,40.6,24.3,32.1,24.7,82.5,2.0,100,45.83,rain,,,,9.0,217.7,1008.4,71.0,3.6,234.6,20.2,8,,2018-10-01T05:44:18,2018-10-01T17:39:52,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-02,sylhet,31.9,20.7,27.4,37.9,20.7,29.6,23.7,81.3,0.2,100,8.33,rain,,,,9.4,208.2,1009.5,36.0,3.4,253.9,21.8,9,,2018-10-02T05:44:42,2018-10-02T17:38:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-03,sylhet,33.2,23.4,27.7,38.3,23.4,30.4,23.5,79.4,0.0,0,0.0,,,,,8.3,153.7,1009.5,13.5,4.1,242.6,21.0,8,,2018-10-03T05:45:06,2018-10-03T17:37:47,0.79,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-04,sylhet,32.3,19.5,26.9,37.6,19.5,28.9,22.8,79.8,1.9,100,33.33,rain,,,,9.0,122.7,1010.2,13.8,3.4,237.3,20.5,8,,2018-10-04T05:45:31,2018-10-04T17:36:45,0.83,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-05,sylhet,32.9,20.3,27.4,38.0,20.3,30.2,23.7,81.0,0.3,100,12.5,rain,,,,10.6,181.7,1010.5,15.1,3.8,239.4,20.7,8,,2018-10-05T05:45:55,2018-10-05T17:35:44,0.86,Rain,Clear conditions throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-06,sylhet,31.6,23.4,27.7,37.3,23.4,30.3,23.5,78.8,0.2,100,4.17,rain,,,,5.8,178.0,1010.6,26.2,4.0,224.0,19.4,8,,2018-10-06T05:46:20,2018-10-06T17:34:43,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-07,sylhet,31.9,22.8,27.2,37.8,22.8,29.6,23.8,82.8,2.0,100,4.17,rain,,,,7.9,189.5,1009.6,21.7,4.0,227.8,19.6,8,,2018-10-07T05:46:46,2018-10-07T17:33:42,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-08,sylhet,30.7,14.9,25.5,35.7,14.9,27.2,22.2,82.8,0.8,100,4.17,rain,,,,7.6,191.6,1010.1,53.1,2.7,227.5,19.7,8,,2018-10-08T05:47:11,2018-10-08T17:32:42,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-09,sylhet,30.5,13.2,24.4,33.8,13.2,25.3,20.7,80.7,0.0,0,0.0,,,,,10.1,145.6,1011.4,68.9,2.3,224.5,19.5,8,,2018-10-09T05:47:37,2018-10-09T17:31:43,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,42515099999,remote,42516099999"
2018-10-10,sylhet,28.3,20.4,24.9,31.3,20.4,25.5,22.3,85.5,3.3,100,37.5,rain,,,,9.0,112.8,1016.0,93.3,3.3,122.6,10.7,5,,2018-10-10T05:48:03,2018-10-10T17:30:44,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-11,sylhet,27.9,16.8,23.9,30.5,16.8,24.3,21.9,89.6,18.0,100,16.67,rain,,,,9.4,105.5,1012.4,91.6,3.5,105.8,9.3,4,,2018-10-11T05:48:30,2018-10-11T17:29:45,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-12,sylhet,28.5,19.4,24.1,32.0,19.4,24.6,22.4,91.1,4.2,100,8.33,rain,,,,11.2,118.0,1012.4,86.8,2.8,168.6,14.5,6,,2018-10-12T05:48:57,2018-10-12T17:28:47,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-13,sylhet,26.9,15.9,23.0,29.0,15.9,23.1,21.7,92.8,4.0,100,8.33,rain,,,,7.9,159.2,1012.8,88.6,2.7,102.8,8.8,5,,2018-10-13T05:49:24,2018-10-13T17:27:50,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-14,sylhet,29.9,21.8,25.2,35.9,21.8,26.6,23.5,90.5,14.0,100,4.17,rain,,,,11.9,252.8,1009.0,76.8,3.2,176.1,15.1,6,,2018-10-14T05:49:52,2018-10-14T17:26:54,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-15,sylhet,29.3,21.0,24.8,32.0,21.0,25.3,21.6,83.6,0.4,100,12.5,rain,,,,7.5,294.3,1012.7,31.5,3.1,230.2,19.9,8,,2018-10-15T05:50:20,2018-10-15T17:25:58,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-16,sylhet,30.2,19.8,24.5,32.2,19.8,25.0,19.9,77.2,0.2,100,4.17,rain,,,,10.1,67.6,1012.7,21.6,3.8,240.3,20.9,8,,2018-10-16T05:50:49,2018-10-16T17:25:03,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-17,sylhet,30.0,15.7,23.9,30.0,15.7,24.1,18.8,75.1,0.1,100,4.17,rain,,,,8.8,164.5,1011.5,15.6,3.8,236.4,20.5,8,,2018-10-17T05:51:18,2018-10-17T17:24:08,0.25,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-18,sylhet,29.4,16.0,23.8,31.4,16.0,24.4,20.0,80.3,0.0,0,0.0,,,,,10.4,137.6,1011.2,13.6,3.7,221.3,19.0,8,,2018-10-18T05:51:47,2018-10-18T17:23:14,0.29,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-19,sylhet,30.0,19.5,24.5,32.5,19.5,25.2,20.3,78.6,0.3,100,12.5,rain,,,,10.8,117.7,1011.9,5.0,4.2,214.9,18.6,8,,2018-10-19T05:52:17,2018-10-19T17:22:22,0.32,Rain,Clear conditions throughout the day with rain clearing later.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-20,sylhet,29.8,12.2,23.9,32.3,12.2,24.7,19.8,79.4,0.0,0,0.0,,,,,11.2,110.7,1013.2,8.2,3.3,215.9,18.5,8,,2018-10-20T05:52:48,2018-10-20T17:21:29,0.36,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-21,sylhet,31.4,19.6,25.2,34.2,19.6,26.2,20.7,77.7,0.0,0,0.0,,,,,7.9,118.5,1012.5,12.2,4.0,222.7,19.2,8,,2018-10-21T05:53:18,2018-10-21T17:20:38,0.39,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-22,sylhet,31.5,12.7,24.9,34.4,12.7,25.9,20.6,78.6,0.0,0,0.0,,,,,14.5,192.9,1011.2,7.7,3.9,228.8,19.8,8,,2018-10-22T05:53:50,2018-10-22T17:19:48,0.42,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-23,sylhet,30.7,19.9,25.0,33.2,19.9,25.9,21.0,79.8,0.0,0,0.0,,,,,7.6,197.2,1011.7,4.3,3.9,224.9,19.5,8,,2018-10-23T05:54:21,2018-10-23T17:18:58,0.45,Clear,Clear conditions throughout the day.,clear-day,"42618099999,42515099999,41891099999,remote,42516099999"
2018-10-24,sylhet,29.9,14.2,24.6,32.6,14.2,25.5,20.6,79.6,1.0,100,4.17,rain,,,,36.3,221.6,1011.8,15.9,3.9,222.3,19.3,8,,2018-10-24T05:54:54,2018-10-24T17:18:10,0.5,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-25,sylhet,31.9,12.7,24.4,34.8,12.7,25.3,20.2,78.5,0.0,0,0.0,,,,,10.4,172.8,1013.2,19.2,4.3,220.4,18.9,8,,2018-10-25T05:55:26,2018-10-25T17:17:22,0.52,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-26,sylhet,31.4,19.5,25.2,33.5,19.5,26.3,21.3,80.0,0.0,0,0.0,,,,,10.1,175.5,1013.8,23.4,4.5,223.1,19.1,8,,2018-10-26T05:55:59,2018-10-26T17:16:36,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-27,sylhet,32.9,14.4,24.9,34.6,14.4,25.9,20.9,79.5,2.7,100,33.33,rain,,,,10.4,171.0,1014.0,42.8,3.9,216.5,18.7,8,,2018-10-27T05:56:33,2018-10-27T17:15:50,0.59,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-28,sylhet,29.5,14.8,23.7,31.8,14.8,24.1,20.2,82.5,21.9,100,54.17,rain,,,,18.4,119.5,1017.0,93.6,3.1,138.4,11.8,5,,2018-10-28T05:57:07,2018-10-28T17:15:06,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-29,sylhet,27.0,20.2,23.2,29.2,20.2,23.4,20.7,86.4,0.3,100,8.33,rain,,,,9.3,84.7,1014.2,73.0,4.1,147.4,12.7,5,,2018-10-29T05:57:42,2018-10-29T17:14:22,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-30,sylhet,28.0,17.3,22.6,29.6,17.3,22.8,20.7,89.3,0.2,100,4.17,rain,,,,9.4,121.5,1013.7,76.5,4.1,101.3,8.6,4,,2018-10-30T05:58:17,2018-10-30T17:13:40,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-10-31,sylhet,30.7,20.7,24.3,33.4,20.7,24.9,21.2,83.9,5.0,100,4.17,rain,,,,12.5,116.0,1013.7,37.8,4.8,170.4,14.7,6,,2018-10-31T05:58:52,2018-10-31T17:12:59,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-01,sylhet,29.6,13.4,23.3,32.8,13.4,24.0,19.3,79.6,0.0,0,0.0,,,,,8.6,62.3,1014.3,25.8,3.3,194.2,16.9,7,,2018-11-01T05:59:28,2018-11-01T17:12:18,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,42515099999,41891099999,remote,42516099999"
2018-11-02,sylhet,29.4,14.1,22.8,32.7,14.1,23.5,19.4,82.3,13.0,100,4.17,rain,,,,10.4,142.6,1014.8,14.3,2.2,214.7,18.5,8,,2018-11-02T06:00:05,2018-11-02T17:11:39,0.81,Rain,Clear conditions throughout the day with afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
2018-11-03,sylhet,28.3,12.4,22.3,31.3,12.4,22.9,19.8,86.3,0.2,100,4.17,rain,,,,9.7,188.0,1015.8,16.8,2.3,204.8,17.7,7,,2018-11-03T06:00:42,2018-11-03T17:11:02,0.84,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"42618099999,42515099999,remote,42516099999"
2018-11-04,sylhet,28.1,11.4,21.8,31.0,11.4,22.3,19.5,87.4,1.2,100,29.17,rain,,,,10.1,185.4,1015.5,15.4,2.5,199.4,17.3,7,,2018-11-04T06:01:19,2018-11-04T17:10:25,0.88,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"42618099999,42515099999,remote,42516099999"
2018-11-05,sylhet,28.1,12.9,22.0,31.3,12.9,22.4,19.3,86.0,1.7,100,33.33,rain,,,,11.2,184.9,1014.7,22.7,2.5,181.5,15.7,7,,2018-11-05T06:01:57,2018-11-05T17:09:50,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999"
2018-11-06,sylhet,27.7,12.4,22.0,31.0,12.4,22.4,19.8,87.9,7.9,100,58.33,rain,,,,12.6,219.3,1014.8,43.4,2.0,152.4,13.1,6,,2018-11-06T06:02:35,2018-11-06T17:09:15,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42618099999,42515099999,remote,42516099999"
2018-11-07,sylhet,28.3,9.2,22.7,31.2,9.2,23.0,17.8,75.5,0.0,0,0.0,,,,,10.1,77.4,1014.8,0.9,3.4,192.6,16.7,7,,2018-11-07T06:03:14,2018-11-07T17:08:43,0.0,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-08,sylhet,29.4,15.3,21.8,29.5,15.3,22.0,17.1,76.4,0.0,0,0.0,,,,,8.6,61.9,1013.2,0.9,4.0,198.7,17.2,7,,2018-11-08T06:03:53,2018-11-08T17:08:11,0.02,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-09,sylhet,27.1,12.9,21.4,28.0,12.9,21.5,17.3,78.7,0.0,0,0.0,,,,,9.4,183.0,1012.4,5.1,3.1,198.7,17.1,7,,2018-11-09T06:04:33,2018-11-09T17:07:41,0.05,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-10,sylhet,27.7,15.6,21.5,28.5,15.6,21.7,17.2,78.2,0.0,0,0.0,,,,,7.9,170.4,1012.5,6.1,3.5,200.8,17.3,7,,2018-11-10T06:05:13,2018-11-10T17:07:12,0.08,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-11,sylhet,29.1,16.0,22.3,29.8,16.0,22.4,17.5,75.9,0.0,0,0.0,,,,,7.6,192.8,1012.8,6.3,3.8,196.0,16.9,7,,2018-11-11T06:05:53,2018-11-11T17:06:44,0.12,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-12,sylhet,26.4,15.4,21.2,26.4,15.4,21.2,17.2,79.1,0.0,0,0.0,,,,,7.6,138.2,1012.5,13.3,3.7,203.1,17.6,7,,2018-11-12T06:06:34,2018-11-12T17:06:18,0.15,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-13,sylhet,29.0,13.6,21.7,29.9,13.6,21.8,17.4,78.4,0.0,0,0.0,,,,,10.5,118.5,1010.6,16.9,3.7,205.7,17.9,8,,2018-11-13T06:07:15,2018-11-13T17:05:53,0.18,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-14,sylhet,27.9,15.6,22.1,29.6,15.6,22.3,18.1,79.4,0.0,0,0.0,,,,,9.0,103.9,1011.1,9.6,4.1,196.2,17.1,7,,2018-11-14T06:07:56,2018-11-14T17:05:30,0.21,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-15,sylhet,27.5,16.3,21.6,28.7,16.3,21.7,18.2,82.1,0.0,0,0.0,,,,,10.8,128.0,1013.2,5.9,3.8,161.4,14.0,6,,2018-11-15T06:08:38,2018-11-15T17:05:08,0.25,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-16,sylhet,27.0,16.5,21.9,28.5,16.5,22.1,18.9,83.4,0.0,0,0.0,,,,,11.0,157.7,1012.5,24.3,3.2,160.4,13.7,6,,2018-11-16T06:09:20,2018-11-16T17:04:47,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-17,sylhet,27.0,17.5,22.0,28.5,17.5,22.1,19.4,85.4,0.0,0,0.0,,,,,10.1,187.3,1011.7,29.3,2.8,156.3,13.5,6,,2018-11-17T06:10:02,2018-11-17T17:04:28,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-18,sylhet,27.3,16.9,21.4,27.9,16.9,21.4,18.4,83.8,0.0,0,0.0,,,,,9.0,70.0,1013.7,12.4,3.5,176.9,15.0,7,,2018-11-18T06:10:45,2018-11-18T17:04:10,0.34,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-19,sylhet,27.9,11.9,20.3,27.6,11.9,20.3,16.2,78.7,0.0,0,0.0,,,,,13.9,65.1,1015.5,1.3,3.4,188.6,16.2,7,,2018-11-19T06:11:27,2018-11-19T17:03:54,0.37,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-20,sylhet,24.7,11.4,18.4,24.7,11.4,18.4,15.1,82.1,0.0,0,0.0,,,,,10.5,106.0,1016.1,7.4,3.2,181.3,15.4,7,,2018-11-20T06:12:10,2018-11-20T17:03:39,0.4,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-21,sylhet,27.4,8.2,19.2,29.0,8.2,19.3,15.3,79.7,0.0,0,0.0,,,,,8.3,106.5,1015.3,37.0,3.2,180.1,15.5,7,,2018-11-21T06:12:53,2018-11-21T17:03:26,0.44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-22,sylhet,26.1,14.9,20.4,26.1,14.9,20.4,16.7,80.6,0.0,0,0.0,,,,,9.7,99.5,1015.0,41.0,3.9,182.8,15.8,7,,2018-11-22T06:13:36,2018-11-22T17:03:14,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-23,sylhet,25.8,15.1,20.2,25.8,15.1,20.2,16.4,80.0,0.0,0,0.0,,,,,12.3,101.0,1015.3,33.1,4.0,176.8,15.2,7,,2018-11-23T06:14:20,2018-11-23T17:03:04,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-24,sylhet,27.7,14.5,19.8,28.1,14.5,19.9,15.4,77.2,0.0,0,0.0,,,,,9.0,111.0,1015.3,1.5,4.2,190.9,16.4,7,,2018-11-24T06:15:03,2018-11-24T17:02:55,0.54,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-25,sylhet,26.8,11.1,19.7,27.3,11.1,19.7,16.0,80.0,0.0,0,0.0,,,,,9.7,84.8,1015.1,0.0,4.0,196.1,17.0,7,,2018-11-25T06:15:46,2018-11-25T17:02:48,0.57,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-26,sylhet,27.0,14.7,20.7,27.3,14.7,20.7,16.1,77.1,0.0,0,0.0,,,,,9.4,87.1,1014.6,0.1,4.1,196.7,17.0,7,,2018-11-26T06:16:30,2018-11-26T17:02:42,0.61,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-27,sylhet,28.5,14.8,20.2,29.7,14.8,20.3,16.2,79.4,0.0,0,0.0,,,,,9.4,75.4,1016.6,0.0,4.0,197.8,17.0,7,,2018-11-27T06:17:13,2018-11-27T17:02:37,0.64,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-28,sylhet,29.2,14.5,20.3,28.4,14.5,20.3,15.8,77.7,0.0,0,0.0,,,,,10.4,71.8,1016.8,6.8,4.4,194.7,16.7,7,,2018-11-28T06:17:56,2018-11-28T17:02:35,0.68,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
2018-11-29,sylhet,26.8,14.7,20.0,27.1,14.7,20.0,15.4,76.9,0.0,0,0.0,,,,,10.5,83.8,1017.3,13.6,3.9,195.8,16.9,7,,2018-11-29T06:18:39,2018-11-29T17:02:33,0.71,Clear,Clear conditions throughout the day.,clear-day,"42618099999,41915099999,42515099999,41891099999,remote,42516099999"
